Numéro de sinistre;Numéro du lot sinistré;Identifiant_lot;Branche;Garantie;Num police;Etat sinistre;Année de survenance;Montant Règlements totaux;Montant Règlements en principal;Montant Règlements en frais;Montant Provision ;Montant Recours;Charge nette;Montant du loyer sinistré;Date d'extraction
G13-041585L;9010630022;9010630022/2013;Compensée;LI;AXEL-12-001458;TER;2013; 13 773    ; 9 254    ; 4 519    ; -      ; -      ; 13 773    ;405;28/02/2018
G13-041639L;128720186;128720186/2013;Compensée;LI;AXEL-10-000337;TER;2013; 1 122    ; 1 122    ; -      ; -      ; -      ; 1 122    ;648;28/02/2018
G13-041685L;9006190194;9006190194/2013;Compensée;LI;AXEL-10-000904;TER;2013; 1 612    ; 1 456    ; 157    ; -      ;-1 456    ; 157    ;900;28/02/2018
G13-041722L;428650003;428650003/2013;Compensée;LI;AXEL-11-001225;EC;2013; 1 061    ; 1 061    ; -      ; 1 599    ;-420    ; 2 241    ;443;28/02/2018
G13-041750L;165960084;165960084/2013;Compensée;LI;AXEL-10-000042;TER;2013; 2 297    ; 1 981    ; 316    ; -      ;-88    ; 2 208    ;658;28/02/2018
G13-041789L;9013850005;9013850005/2013;Compensée;LI;AXEL-13-001651;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;950;28/02/2018
G13-041828L;59680089;59680089/2013;Compensée;LI;AXEL-10-000252;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;800;28/02/2018
G13-041839L;9012030150;9012030150/2013;Compensée;LI;AXEL-12-001574;TER;2013; 8 046    ; 5 784    ; 2 262    ; -      ;-6 272    ; 1 774    ;723;28/02/2018
G13-041880L;9010630088;9010630088/2013;Compensée;LI;AXEL-12-001458;TER;2013; 2 989    ; 1 373    ; 1 615    ; -      ; -      ; 2 989    ;380;28/02/2018
G13-041968L;213090012;213090012/2013;Compensée;LI;AXEL-10-000008;TER;2013; 7 819    ; 4 131    ; 3 688    ; -      ;-66    ; 7 753    ;1 165;28/02/2018
G13-041975L;9013850005;9013850005/2013;Compensée;LI;AXEL-13-001651;TER;2013; 1 006    ; 1 006    ; -      ; -      ; -      ; 1 006    ;950;28/02/2018
G13-041983L;21591320;21591320/2013;Compensée;LI;AXEL-10-000123;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;736;28/02/2018
G13-042013L;9010630085;9010630085/2013;Compensée;LI;AXEL-12-001458;TER;2013; 6 329    ; 3 498    ; 2 831    ; -      ; -      ; 6 329    ;455;28/02/2018
G13-042102L;246150124;246150124/2013;Compensée;LI;AXEL-10-001083;TER;2013; 1 328    ; 1 328    ; -      ; -      ;-1 328    ; -      ;659;28/02/2018
G13-042104L;239600206;239600206/2013;Compensée;LI;AXEL-10-000707;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;597;28/02/2018
G13-042454L;147990011;147990011/2013;Compensée;LI;AXEL-10-000764;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;244;28/02/2018
G13-042462L;67650027;67650027/2013;Compensée;LI;AXEL-10-000723;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;391;28/02/2018
G13-042472L;1004860081;1004860081/2013;Compensée;LI;AXEL-13-001652;TER;2013; 1 066    ; 733    ; 332    ; -      ; -      ; 1 066    ;363;28/02/2018
G13-042546L;141960153;141960153/2013;Compensée;LI;AXEL-10-000184;TER;2013; 1 550    ; 1 403    ; 147    ; -      ;-1 403    ; 147    ;601;28/02/2018
G13-042646L;21591024;21591024/2013;Compensée;LI;AXEL-10-000123;TER;2013; 13 905    ; 9 387    ; 4 518    ; -      ;-1 170    ; 12 735    ;577;28/02/2018
G13-042654L;1004860057;1004860057/2013;Compensée;LI;AXEL-13-001652;TER;2013; 11 630    ; 7 718    ; 3 912    ; -      ;-189    ; 11 441    ;434;28/02/2018
G13-042698L;9013850013;9013850013/2013;Compensée;LI;AXEL-13-001651;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;490;28/02/2018
G13-042816L;277250044;277250044/2013;Compensée;LI;AXEL-10-000469;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;657;28/02/2018
G13-042822L;9010630094;9010630094/2013;Compensée;LI;AXEL-12-001458;TER;2013; 15 225    ; 11 622    ; 3 603    ; -      ; -      ; 15 225    ;560;28/02/2018
G13-042881L;254280010;254280010/2013;Compensée;LI;AXEL-10-000525;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;485;28/02/2018
G13-043025L;9010530297;9010530297/2013;Compensée;LI;AXEL-12-001436;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;825;28/02/2018
G13-043053L;247590703;247590703/2013;Compensée;LI;AXEL-10-000122;TER;2013; 9 047    ; 5 405    ; 3 643    ; -      ;-4 837    ; 4 210    ;706;28/02/2018
G13-043072L;143510016;143510016/2013;Compensée;LI;AXEL-10-000841;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;584;28/02/2018
G13-043082L;148790015;148790015/2013;Compensée;LI;AXEL-10-000041;TER;2013; 5 379    ; 2 882    ; 2 496    ; -      ; -      ; 5 379    ;801;28/02/2018
G13-043105L;247610132;247610132/2013;Compensée;LI;AXEL-10-000721;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;865;28/02/2018
G13-043148L;422560010;422560010/2013;Compensée;LI;AXEL-10-000861;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;610;28/02/2018
G13-043153L;148790014;148790014/2013;Compensée;LI;AXEL-10-000041;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;550;28/02/2018
G13-043163L;21591640;21591640/2013;Compensée;LI;AXEL-10-000123;TER;2013; 1 294    ; 1 114    ; 180    ; -      ;-1 114    ; 180    ;538;28/02/2018
G13-043170L;247590458;247590458/2013;Compensée;LI;AXEL-10-000122;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;552;28/02/2018
G13-043175L;247590651;247590651/2013;Non Compensée;LI;AXEL-10-000122;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;792;28/02/2018
G13-043242L;1003760236;1003760236/2013;Compensée;LI;AXEL-11-001246;TER;2013; 6 099    ; 3 021    ; 3 078    ; -      ; -      ; 6 099    ;283;28/02/2018
G13-043258L;87820012;87820012/2013;Compensée;LI;AXEL-10-000266;TER;2013; 295    ; 295    ; -      ; -      ; -      ; 295    ;203;28/02/2018
G13-043261L;87820234;87820234/2013;Compensée;LI;AXEL-10-000266;TER;2013; 10 932    ; 7 165    ; 3 766    ; -      ;-2 384    ; 8 547    ;621;28/02/2018
G13-043283L;151380257;151380257/2013;Compensée;LI;AXEL-10-000200;TER;2013; 1 503    ; 1 147    ; 356    ; -      ;-677    ; 826    ;571;28/02/2018
G13-043294L;1004860146;1004860146/2013;Compensée;LI;AXEL-13-001652;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;467;28/02/2018
G13-043597L;214590074;214590074/2013;Compensée;LI;AXEL-10-000442;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;703;28/02/2018
G13-043643L;222140046;222140046/2013;Compensée;LI;AXEL-10-000684;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;450;28/02/2018
G13-046120L;9010530234;9010530234/2013;Compensée;LI;AXEL-12-001436;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;457;28/02/2018
G13-047392L;211520015;211520015/2013;Compensée;LI;AXEL-10-000555;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;333;28/02/2018
G13-560057L;67650051;67650051/2013;Compensée;LI;AXEL-10-000723;TER;2013; 145    ; -      ; 145    ; -      ; -      ; 145    ;603;28/02/2018
G13-560120L;247590648;247590648/2013;Compensée;LI;AXEL-10-000122;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;505;28/02/2018
G13-560122L;247590584;247590584/2013;Compensée;LI;AXEL-10-000122;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;490;28/02/2018
G13-563037L;247590632;247590632/2013;Compensée;LI;AXEL-10-000122;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;1 491;28/02/2018
G13-563581L;247590547;247590547/2013;Compensée;LI;AXEL-10-000122;TER;2013; 5 534    ; 2 761    ; 2 773    ; -      ; -      ; 5 534    ;675;28/02/2018
G13-563830L;435390001;435390001/2013;Compensée;LI;AXEL-11-001356;TER;2013; 5 005    ; 1 913    ; 3 092    ; -      ;-936    ; 4 069    ;1 450;28/02/2018
G13-563993L;204580092;204580092/2013;Compensée;LI;AXEL-10-000009;TER;2013; 2 356    ; 2 190    ; 166    ; -      ;-2 426    ;-70    ;730;28/02/2018
G13-564049L;53140028;53140028/2013;Compensée;LI;AXEL-10-001103;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;967;28/02/2018
G13-564050L;401540110;401540110/2013;Compensée;LI;AXEL-10-000007;TER;2013; 19 219    ; 11 791    ; 7 428    ; -      ; -      ; 19 219    ;975;28/02/2018
G13-564092L;439520349;439520349/2012;Compensée;LI;AXEL-12-001418;NG;2012; -      ; -      ; -      ; -      ; -      ; -      ;202;28/02/2018
G13-564100L;21591042;21591042/2013;Compensée;LI;AXEL-10-000123;TER;2013; 10 835    ; 6 184    ; 4 651    ; -      ; -      ; 10 835    ;459;28/02/2018
G13-564101L;9008790137;9008790137/2013;Compensée;LI;AXEL-11-001354;TER;2013; 6 452    ; 2 754    ; 3 698    ; -      ; -      ; 6 452    ;363;28/02/2018
G13-564102L;9008790115;9008790115/2012;Compensée;LI;AXEL-11-001354;TER;2012; 6 793    ; 3 290    ; 3 502    ; -      ; -      ; 6 793    ;558;28/02/2018
G13-564140L;76420006;76420006/2013;Compensée;LI;AXEL-10-000153;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;1 062;28/02/2018
G13-564153L;214080128;214080128/2013;Compensée;LI;AXEL-10-000606;TER;2013; 3 290    ; 1 146    ; 2 144    ; -      ;-720    ; 2 570    ;310;28/02/2018
G13-564157L;232430255;232430255/2013;Compensée;LI;AXEL-10-000534;TER;2013; 1 837    ; 1 495    ; 343    ; -      ;-1 228    ; 609    ;457;28/02/2018
G13-564172L;9010530260;9010530260/2013;Compensée;LI;AXEL-12-001436;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;630;28/02/2018
G13-564197L;223160202;223160202/2013;Compensée;LI;AXEL-10-000253;TER;2013; 3 211    ; 1 710    ; 1 501    ; -      ;-2 053    ; 1 159    ;880;28/02/2018
G13-564206L;125030326;125030326/2013;Compensée;LI;AXEL-10-000150;TER;2013; 27 121    ; 18 238    ; 8 883    ; -      ; -      ; 27 121    ;860;28/02/2018
G13-564220L;243310102;243310102/2013;Compensée;LI;AXEL-10-000144;TER;2013; 8 050    ; 5 707    ; 2 343    ; -      ;-3 679    ; 3 275    ;694;28/02/2018
G13-564223L;9008790145;9008790145/2013;Compensée;LI;AXEL-11-001354;SS;2013; -      ; -      ; -      ; -      ;-120    ;-120    ;570;28/02/2018
G13-564225L;1004820047;1004820047/2013;Compensée;LI;AXEL-10-000358;TER;2013; 16 693    ; 12 271    ; 4 422    ; -      ; -      ; 16 693    ;688;28/02/2018
G13-564230L;9008560004;9008560004/2013;Compensée;LI;AXEL-11-001319;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;326;28/02/2018
G13-564233L;9008560076;9008560076/2013;Compensée;LI;AXEL-11-001319;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;330;28/02/2018
G13-564239L;9008660001;9008660001/2013;Compensée;LI;AXEL-11-001334;TER;2013; 15 459    ; 11 564    ; 3 895    ; -      ;-532    ; 14 927    ;1 303;28/02/2018
G13-564242L;277890004;277890004/2013;Compensée;LI;AXEL-10-000964;TER;2013; 1 486    ; 1 258    ; 228    ; -      ; -      ; 1 486    ;790;28/02/2018
G13-564268L;432060213;432060213/2013;Compensée;LI;AXEL-11-001188;TER;2013; 7 964    ; 7 630    ; 333    ; -      ;-6 116    ; 1 847    ;1 500;28/02/2018
G13-564274L;221790020;221790020/2013;Compensée;LI;AXEL-10-000343;TER;2013; 20 854    ; 14 727    ; 6 127    ; -      ;-629    ; 20 225    ;673;28/02/2018
G13-564282L;299470239;299470239/2013;Compensée;LI;AXEL-10-000578;TER;2013; 6 248    ; 5 230    ; 1 018    ; -      ;-5 450    ; 798    ;580;28/02/2018
G13-564334L;141960002;141960002/2012;Compensée;LI;AXEL-10-000184;NG;2012; -      ; -      ; -      ; -      ; -      ; -      ;658;28/02/2018
G13-564378L;299470069;299470069/2013;Compensée;LI;AXEL-10-000578;TER;2013; 966    ; 966    ; -      ; -      ; -      ; 966    ;693;28/02/2018
G13-564395L;165990112;165990112/2013;Compensée;LI;AXEL-10-000427;TER;2013; 3 338    ; 1 870    ; 1 468    ; -      ;-1 383    ; 1 955    ;810;28/02/2018
G13-564397L;409260242;409260242/2013;Compensée;LI;AXEL-10-000168;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;420;28/02/2018
G13-564398L;146990173;146990173/2013;Compensée;LI;AXEL-10-000012;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;540;28/02/2018
G13-564404L;130240015;130240015/2013;Compensée;LI;AXEL-11-001357;TER;2013; 27 843    ; 25 981    ; 1 862    ; -      ;-25 981    ; 1 862    ;1 193;28/02/2018
G13-564418L;285630097;285630097/2013;Compensée;LI;AXEL-10-000096;TER;2013; 137    ; 137    ; -      ; -      ; -      ; 137    ;573;28/02/2018
G13-564419L;204580101;204580101/2013;Compensée;LI;AXEL-10-000009;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;415;28/02/2018
G13-564431L;9008000043;9008000043/2013;Compensée;LI;AXEL-11-001260;TER;2013; 18 798    ; 13 783    ; 5 015    ; -      ;-668    ; 18 130    ;751;28/02/2018
G13-564433L;9010360029;9010360029/2012;Compensée;LI;AXEL-12-001421;NG;2012; -      ; -      ; -      ; -      ; -      ; -      ;559;28/02/2018
G13-564434L;266340010;266340010/2013;Compensée;LI;AXEL-10-001082;TER;2013; 709    ; 709    ; -      ; -      ;-709    ; -      ;942;28/02/2018
G13-564454L;61770145;61770145/2013;Compensée;LI;AXEL-10-000871;TER;2013; 1 560    ; 1 332    ; 228    ; -      ; -      ; 1 560    ;409;28/02/2018
G13-564456L;9008790157;9008790157/2013;Compensée;LI;AXEL-11-001354;TER;2013; 533    ; 533    ; -      ; -      ;-300    ; 233    ;560;28/02/2018
G13-564460L;81340408;81340408/2013;Compensée;LI;AXEL-11-001364;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;355;28/02/2018
G13-564468L;227140116;227140116/2013;Compensée;LI;AXEL-10-000613;TER;2013; 1 107    ; 1 107    ; -      ; -      ;-1 060    ; 47    ;500;28/02/2018
G13-564484L;214750095;214750095/2013;Compensée;LI;AXEL-10-000320;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;898;28/02/2018
G13-564493L;203300300;203300300/2013;Compensée;LI;AXEL-10-000315;TER;2013; 188    ; 188    ; -      ; -      ; -      ; 188    ;720;28/02/2018
G13-564503L;285630230;285630230/2013;Compensée;LI;AXEL-10-000096;TER;2013; 1 100    ; 1 100    ; -      ; -      ; -      ; 1 100    ;1 100;28/02/2018
G13-564518L;186470067;186470067/2013;Compensée;LI;AXEL-10-000267;TER;2013; 2 208    ; 2 208    ; -      ; -      ;-2 208    ; -      ;900;28/02/2018
G13-564534L;212860079;212860079/2013;Compensée;LI;AXEL-10-000260;TER;2013; 3 830    ; 1 719    ; 2 111    ; -      ;-1 719    ; 2 111    ;575;28/02/2018
G13-564543L;157680143;157680143/2013;Compensée;LI;AXEL-10-000406;TER;2013; 3 647    ; 1 944    ; 1 703    ; -      ; -      ; 3 647    ;477;28/02/2018
G13-564544L;174790092;174790092/2013;Compensée;LI;AXEL-10-000460;TER;2013; 1 039    ; 847    ; 192    ; -      ;-701    ; 338    ;419;28/02/2018
G13-564545L;174790141;174790141/2013;Compensée;LI;AXEL-10-000460;TER;2013; 10 214    ; 7 116    ; 3 098    ; -      ; -      ; 10 214    ;529;28/02/2018
G13-564548L;409260038;409260038/2013;Compensée;LI;AXEL-10-000168;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;487;28/02/2018
G13-564549L;216530086;216530086/2013;Compensée;LI;AXEL-10-000080;TER;2013; 27 261    ; 20 931    ; 6 330    ; -      ;-584    ; 26 677    ;854;28/02/2018
G13-564550L;67650051;67650051/2013;Compensée;LI;AXEL-10-000723;TER;2013; 1 841    ; 1 701    ; 140    ; -      ;-1 701    ; 140    ;611;28/02/2018
G13-564553L;48360019;48360019/2013;Compensée;LI;AXEL-10-000758;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;814;28/02/2018
G13-564568L;76420006;76420006/2013;Compensée;LI;AXEL-10-000153;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;1 062;28/02/2018
G13-564569L;207940073;207940073/2013;Compensée;LI;AXEL-10-000693;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;765;28/02/2018
G13-564580L;9006180074;9006180074/2013;Compensée;LI;AXEL-10-000809;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;545;28/02/2018
G13-564585L;21591053;21591053/2013;Compensée;LI;AXEL-10-000123;TER;2013; 1 049    ; 591    ; 458    ; -      ;-233    ; 816    ;323;28/02/2018
G13-564588L;290510075;290510075/2013;Compensée;LI;AXEL-10-000013;REC;2013; 15 236    ; 11 045    ; 4 191    ; -      ;-1 118    ; 14 117    ;608;28/02/2018
G13-564595L;9006180206;9006180206/2013;Compensée;LI;AXEL-10-000809;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;610;28/02/2018
G13-564600L;217300007;217300007/2013;Compensée;LI;AXEL-10-000132;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;519;28/02/2018
G13-564612L;243500035;243500035/2013;Compensée;LI;AXEL-10-000785;TER;2013; 5 271    ; 2 872    ; 2 400    ; -      ; -      ; 5 271    ;790;28/02/2018
G13-564623L;125030297;125030297/2013;Compensée;LI;AXEL-10-000150;TER;2013; 16 568    ; 11 797    ; 4 771    ; -      ; -      ; 16 568    ;1 100;28/02/2018
G13-564632L;9008560154;9008560154/2013;Compensée;LI;AXEL-11-001319;TER;2013; 19 724    ; 13 651    ; 6 073    ; -      ; -      ; 19 724    ;656;28/02/2018
G13-564635L;9008560027;9008560027/2013;Compensée;LI;AXEL-11-001319;TER;2013; 9 113    ; 4 378    ; 4 735    ; -      ; -      ; 9 113    ;389;28/02/2018
G13-564637L;9008560050;9008560050/2013;Compensée;LI;AXEL-11-001319;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;329;28/02/2018
G13-564638L;1002020208;1002020208/2011;Compensée;LI;AXEL-10-000949;NG;2011; -      ; -      ; -      ; -      ; -      ; -      ;788;28/02/2018
G13-564640L;181390239;181390239/2013;Compensée;LI;AXEL-10-000019;TER;2013; 972    ; 882    ; 90    ; -      ;-1 092    ;-120    ;545;28/02/2018
G13-564650L;20010106;20010106/2013;Compensée;LI;AXEL-10-000859;TER;2013; 3 502    ; 2 113    ; 1 390    ; -      ;-2 354    ; 1 149    ;704;28/02/2018
G13-564651L;111040169;111040169/2013;Compensée;LI;AXEL-11-001199;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;672;28/02/2018
G13-564659L;87820170;87820170/2013;Compensée;LI;AXEL-10-000266;TER;2013; 4 588    ; 2 286    ; 2 302    ; -      ;-3 948    ; 640    ;372;28/02/2018
G13-564663L;146290104;146290104/2013;Compensée;LI;AXEL-10-000118;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;665;28/02/2018
G13-564665L;21590523;21590523/2013;Compensée;LI;AXEL-10-000123;TER;2013; 10 756    ; 5 597    ; 5 159    ; -      ;-1 100    ; 9 656    ;0;28/02/2018
G13-564666L;143180036;143180036/2013;Compensée;LI;AXEL-10-000350;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;745;28/02/2018
G13-564682L;61770317;61770317/2013;Compensée;LI;AXEL-10-000871;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;360;28/02/2018
G13-564689L;9006180115;9006180115/2013;Compensée;LI;AXEL-10-000809;REC;2013; 4 855    ; 4 855    ; -      ; -      ;-2 840    ; 2 015    ;838;28/02/2018
G13-564693D;9006600076;9006600076/2013;Compensée;LI;AXEL-10-000974;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;612;28/02/2018
G13-564696L;272300107;272300107/2013;Compensée;LI;AXEL-10-000119;TER;2013; 195    ; 195    ; -      ; -      ; -      ; 195    ;350;28/02/2018
G13-564707L;167450048;167450048/2013;Compensée;LI;AXEL-10-000462;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;816;28/02/2018
G13-564709L;275580003;275580003/2013;Compensée;LI;AXEL-10-000244;TER;2013; 1 574    ; 1 574    ; -      ; -      ; -      ; 1 574    ;550;28/02/2018
G13-564714L;9010580014;9010580014/2013;Compensée;LI;AXEL-12-001450;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;740;28/02/2018
G13-564717L;197590194;197590194/2013;Compensée;LI;AXEL-10-000046;TER;2013; 3 468    ; 3 468    ; -      ; -      ;-3 468    ; -      ;563;28/02/2018
G13-564722L;72800039;72800039/2013;Compensée;LI;AXEL-10-000784;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;640;28/02/2018
G13-564726L;125030217;125030217/2013;Compensée;LI;AXEL-10-000150;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;750;28/02/2018
